CellSwc[2].Dend[11055],CellSwc[0].Dend[705],7.260444
CellSwc[2].Dend[10843],CellSwc[0].Dend[750],5.065020
CellSwc[2].Dend[10841],CellSwc[0].Dend[704],6.464933
CellSwc[2].Dend[11246],CellSwc[0].Dend[837],5.704546
CellSwc[2].Dend[10362],CellSwc[0].Dend[833],7.154530
CellSwc[2].Dend[10074],CellSwc[0].Dend[870],6.331383
CellSwc[2].Dend[10064],CellSwc[0].Dend[937],2.155474
CellSwc[2].Dend[11556],CellSwc[0].Dend[627],3.062177
CellSwc[2].Dend[10838],CellSwc[0].Dend[871],5.237526
CellSwc[2].Dend[10369],CellSwc[0].Dend[921],2.254355
