CellSwc[2].Dend[10351],CellSwc[1].Dend[21374],4.328961
CellSwc[2].Dend[10877],CellSwc[1].Dend[15191],6.409176
CellSwc[2].Dend[11083],CellSwc[1].Dend[8242],5.710759
CellSwc[2].Dend[10380],CellSwc[1].Dend[21309],3.908654
CellSwc[2].Dend[11422],CellSwc[1].Dend[8239],3.757402
CellSwc[2].Dend[11681],CellSwc[1].Dend[9486],5.781457
CellSwc[2].Dend[10351],CellSwc[1].Dend[21436],3.477136
CellSwc[2].Dend[11083],CellSwc[1].Dend[8804],7.214833
CellSwc[2].Dend[11219],CellSwc[1].Dend[21088],4.735141
CellSwc[2].Dend[11093],CellSwc[1].Dend[15070],3.302032
