CellSwc[1].Dend[21015],CellSwc[2].Dend[11079],5.860652
CellSwc[1].Dend[14644],CellSwc[2].Dend[10877],4.446436
CellSwc[1].Dend[8240],CellSwc[2].Dend[11534],1.799342
CellSwc[1].Dend[15191],CellSwc[2].Dend[11093],1.650593
CellSwc[1].Dend[8804],CellSwc[2].Dend[11257],4.011566
CellSwc[1].Dend[21375],CellSwc[2].Dend[10351],4.328961
CellSwc[1].Dend[8239],CellSwc[2].Dend[11580],4.751054
CellSwc[1].Dend[15706],CellSwc[2].Dend[11879],4.491184
CellSwc[1].Dend[15171],CellSwc[2].Dend[11949],4.436328
CellSwc[1].Dend[21088],CellSwc[2].Dend[11038],1.322808
