CellSwc[1].Dend[14649],CellSwc[0].Dend[1173],31.919238
CellSwc[1].Dend[19321],CellSwc[0].Dend[1164],35.349904
CellSwc[1].Dend[14519],CellSwc[0].Dend[1184],57.137397
CellSwc[1].Dend[20314],CellSwc[0].Dend[1155],40.564969
CellSwc[1].Dend[14519],CellSwc[0].Dend[1176],37.060375
CellSwc[1].Dend[12904],CellSwc[0].Dend[1180],51.870768
CellSwc[1].Dend[14649],CellSwc[0].Dend[1165],15.862402
CellSwc[1].Dend[14519],CellSwc[0].Dend[1180],40.698744
CellSwc[1].Dend[12904],CellSwc[0].Dend[1177],57.238744
CellSwc[1].Dend[16210],CellSwc[0].Dend[1172],56.860996
