CellSwc[0].Dend[1164],CellSwc[1].Dend[20072],39.889216
CellSwc[0].Dend[1173],CellSwc[1].Dend[14649],31.919238
CellSwc[0].Dend[1180],CellSwc[1].Dend[14519],40.698744
CellSwc[0].Dend[1160],CellSwc[1].Dend[15068],55.325949
CellSwc[0].Dend[1164],CellSwc[1].Dend[20092],29.532458
CellSwc[0].Dend[1169],CellSwc[1].Dend[16526],58.673495
CellSwc[0].Dend[1168],CellSwc[1].Dend[14097],30.114407
CellSwc[0].Dend[1155],CellSwc[1].Dend[19017],45.583524
CellSwc[0].Dend[1152],CellSwc[1].Dend[17076],59.585801
CellSwc[0].Dend[1161],CellSwc[1].Dend[19171],40.533786
